"Rank","player","Hall_Rating","Avg_BPM","Position","Minutes","Games","Seasons","Teams","player_id"
3066.5,"LeRon Ellis",0,-5.52848694594652,"C",859,92,3,3,"ellisle02"
3066.5,"Leroy Combs",0,-3.08413999502224,"SF",446,48,1,1,"combsle01"
3066.5,"Leroy Wright",0,-11.8872024202609,"PF",621,41,2,2,"wrighle01"
3066.5,"Les Jepsen",0,-6.15028218803419,"C",192,52,2,2,"jepsele01"
3066.5,"Lester Selvage",0,-7.85450539558165,"PG",2450,83,2,2,"selvale01"
3066.5,"Lewis Brown",0,-36.3179630153499,"C",5,2,1,1,"brownle02"
3066.5,"Lindsay Hairston",0,-2.03096205336809,"SF",651,47,1,1,"hairsli01"
3066.5,"Lionel Billingy",0,-4.54112524671621,"PF",1022,46,1,1,"billili01"
3066.5,"Lionel Chalmers",0,-6.04619129352736,"PG",433,36,1,1,"chalmli01"
3066.5,"Litterial Green",0,-9.18697141537082,"PG",1189,148,5,4,"greenli01"
3066.5,"Lloyd Batts",0,-4.11897295431462,"SG",1317,58,1,1,"battsll01"
3066.5,"Lloyd Daniels",0,-5.36561942644779,"SG",3689,212,5,6,"daniell01"
3066.5,"Lloyd Walton",0,-5.34368683211187,"PG",5588,359,5,2,"waltoll01"
3066.5,"Logan Vander Velden",0,-12.439268241285,"SF",31,15,1,1,"vandelo01"
3066.5,"Lonnie Kluttz",0,-27.3244108014029,"F",8,3,1,1,"kluttlo01"
3066.5,"Lonnie Lynn",0,-3.1341074988636,"SF",779,52,1,2,"lynnlo01"
3066.5,"Lonnie Wright",0,-4.73778628858616,"SG",9612,368,5,2,"wrighlo01"
3066.5,"Lonny Baxter",0,-5.33179345538239,"PF",1884,162,4,6,"baxtelo01"
3066.5,"Loren Meyer",0,-10.0749851094884,"PF",2058,143,3,3,"meyerlo01"
3066.5,"Lorenzo Brown",0,-5.16865827012179,"PG",773,55,2,2,"brownlo01"
3066.5,"Lorenzo Romar",0,-5.47300247336806,"PG",5255,304,5,3,"romarlo01"
3066.5,"Lou Roe",0,-6.19791573080865,"SF",486,68,2,2,"roelo01"
3066.5,"Lou Tsioropoulos",0,-3.18541986815128,"SF",3216,168,3,1,"tsiorlo01"
3066.5,"Louie Nelson",0,-3.88024334011439,"SG",4947,224,5,5,"nelsolo01"
3066.5,"Loy Petersen",0,-3.90943773291934,"SG",530,69,2,1,"peterlo01"
3066.5,"Loyd King",0,-7.58671827158374,"SG",1255,84,2,2,"kinglo01"
3066.5,"Luigi Datome",0,-4.92152501904692,"SF",461,58,2,2,"datomlu01"
3066.5,"Luis Montero",0,-9.28923714155922,"SG",6,2,1,1,"montelu01"
3066.5,"Luke Babbitt",0,-3.7793989989792,"SF",2952,227,6,2,"babbilu01"
3066.5,"Luke Harangody",0,-2.92928373767298,"PF",871,70,2,2,"haranlu01"
3066.5,"Luke Zeller",0,-8.5835417263624,"C",58,16,1,1,"zellelu01"
3066.5,"Luther Green",0,-9.21084340138451,"PF",1017,97,3,2,"greenlu01"
3066.5,"Luther Wright",0,-8.81013069718948,"C",92,15,1,1,"wrighlu01"
3066.5,"Lynn Greer",0,-2.40374371415535,"SG",432,41,1,1,"greerly01"
3066.5,"Lynn Shackelford",0,-7.60887056398533,"SF",183,22,1,1,"shackly01"
3066.5,"Maciej Lampe",0,-12.6167445477972,"C",632,64,3,4,"lampema01"
3066.5,"Mack Daughtry",0,-1.67205620035848,"G",43,4,1,1,"daughma01"
3066.5,"Makhtar N'Diaye",0,-4.46642438104613,"PF",27,4,1,1,"ndiayma01"
3066.5,"Mal Graham",0,-13.1166546485493,"PG",914,77,2,1,"grahama01"
3066.5,"Malcolm Lee",0,-11.0209232589233,"SG",534,36,3,2,"leema01"
3066.5,"Malcolm Mackey",0,-6.89490145703021,"C",69,22,1,1,"mackema01"
3066.5,"Malik Hairston",0,-1.5588097609665,"SG",472,62,2,1,"hairsma01"
3066.5,"Manny Harris",0,-4.22465800293616,"SG",1569,89,3,2,"harrima01"
3066.5,"Marcelo Huertas",0,-3.74364272025888,"PG",90,7,1,1,"huertma01"
3066.5,"Marcus Banks",0,-3.39794752671355,"PG",5744,361,8,5,"banksma01"
3066.5,"Marcus Brown",0,-4.85662252147958,"PG",229,27,2,2,"brownma01"
3066.5,"Marcus Cousin",0,-7.1151656442748,"C",18,4,1,1,"cousima01"
3066.5,"Marcus Fizer",0,-4.09469166756832,"PF",6032,289,6,3,"fizerma01"
3066.5,"Marcus Landry",0,-20.9827220726872,"SF",111,18,1,2,"landrma01"
3066.5,"Marcus Smart",0,-0.367278560754038,"PG",2160,80,2,1,"smartma01"
3066.5,"Marcus Vinicius",0,-2.83539873179357,"SF",172,26,2,2,"vincima01"
3066.5,"Marcus Webb",0,-1.11258597128049,"PF",51,9,1,1,"webbma01"
3066.5,"Marcus Williams",0,-6.8859672191248,"PG",3173,215,4,3,"willima03"
3066.5,"Mardy Collins",0,-6.08404522107094,"SG",2771,189,4,2,"collima01"
3066.5,"Mario Hezonja",0,-6.15695275553533,"SF",189,13,1,1,"hezonma01"
3066.5,"Mario Kasun",0,-3.97210424638004,"C",569,73,2,1,"kasunma01"
3066.5,"Mark Acres",0,-6.05520415801788,"C",6142,394,6,4,"acresma01"
3066.5,"Mark Bradtke",0,-4.41768311781746,"C",251,36,1,1,"bradtma01"
3066.5,"Mark Crow",0,-3.41261707100632,"SF",154,15,1,1,"crowma01"
3066.5,"Mark Davis",0,-4.58593332622793,"SF",3681,230,5,4,"davisma02"
3066.5,"Mark Jones",0,-2.04172351537605,"PG",16,6,1,1,"jonesma02"
3066.5,"Mark Jones",0,-5.77340963274011,"SF",116,10,1,1,"jonesma03"
3066.5,"Mark Landsberger",0,-3.35709618901653,"PF",7739,478,7,3,"landsma01"
3066.5,"Mark Macon",0,-4.97647989335298,"SG",5018,251,6,2,"maconma01"
3066.5,"Mark Minor",0,-1.09609659791707,"SF",20,4,1,1,"minorma01"
3066.5,"Mark Radford",0,-3.47750052724693,"SG",808,97,2,1,"radfoma01"
3066.5,"Mark Randall",0,-7.72577149595606,"PF",889,129,4,4,"randama01"
3066.5,"Mark Sibley",0,-7.53228298959107,"SG",124,28,1,1,"siblema01"
3066.5,"Mark Wade",0,-10.8439418545888,"PG",126,12,2,2,"wadema01"
3066.5,"Mark Workman",0,-7.74178431839489,"F-C",1181,79,2,3,"workmma01"
3066.5,"Markel Brown",0,-5.26373287305249,"SG",878,56,2,1,"brownma02"
3066.5,"Marko Jaric",0,-1.75900290895918,"PG",11246,447,7,3,"jaricma01"
3066.5,"Marlon Garnett",0,-5.44807939868436,"PG",205,24,1,1,"garnema01"
3066.5,"Marlon Maxey",0,-1.89708869651712,"PF",1146,98,2,1,"maxeyma01"
3066.5,"Marlon Redmond",0,-16.8133976545535,"SG",1059,78,2,2,"redmoma01"
3066.5,"Marques Bragg",0,-5.02655647466843,"PF",369,53,1,1,"braggma01"
3066.5,"Marquis Teague",0,-7.2444795717935,"PG",907,96,2,2,"teaguma01"
3066.5,"Marshall Rogers",0,-10.8490615339163,"PG",179,27,1,1,"rogerma01"
3066.5,"MarShon Brooks",0,-4.66622210251442,"SG",2916,171,3,5,"brookma01"
3066.5,"Martin Lewis",0,-3.63730238681348,"SF",239,25,2,1,"lewisma01"
3066.5,"Martin Muursepp",0,-2.76789290727935,"PF",951,83,2,2,"muursma01"
3066.5,"Martin Nessley",0,-6.08067846890108,"C",336,44,1,2,"nesslma01"
3066.5,"Marty Byrnes",0,-2.90914750595242,"SF",4262,267,4,5,"byrnema01"
3066.5,"Marv Winkler",0,-16.68588596635,"G",177,28,2,2,"winklma01"
3066.5,"Mateen Cleaves",0,-8.05053344379718,"PG",1863,167,6,4,"cleavma01"
3066.5,"Matt Freije",0,-6.64493255675603,"PF",588,42,2,2,"freijma01"
3066.5,"Matt Maloney",0,-3.14231269136887,"PG",8161,316,6,3,"malonma01"
3066.5,"Matt Othick",0,-4.62149042785728,"PG",39,4,1,1,"othicma01"
3066.5,"Matt Steigenga",0,-7.13357282608823,"SF",12,2,1,1,"steigma01"
3066.5,"Matt Walsh",0,-29.5141557053101,"SG",3,2,1,1,"walshma01"
3066.5,"Matt Wenstrom",0,-4.97145932813146,"C",37,11,1,1,"wenstma01"
3066.5,"Matthew Dellavedova",0,-1.64459026430118,"SG",3500,172,3,1,"dellama01"
3066.5,"Maurice Ager",0,-7.97901803071143,"SG",529,85,4,3,"agerma01"
3066.5,"Maurice Baker",0,-5.8705619251417,"PG",19,5,1,2,"bakerma01"
3066.5,"Maurice Carter",0,-13.9142146514279,"SG",112,11,1,2,"cartema01"
3066.5,"Maurice Harkless",0,-1.78919826690194,"SF",4900,216,4,2,"harklma01"
3066.5,"Maurice Martin",0,-7.21902658683097,"SF",485,75,2,1,"martima01"
3066.5,"Maurice McHartley",0,-2.62164165716097,"PG",6014,214,3,4,"mcharma01"
3066.5,"Maurice Taylor",0,-3.61476075224789,"PF",13439,539,9,4,"tayloma01"
3066.5,"McCoy Ingram",0,-9.95701355855416,"PF",267,24,1,1,"ingramc01"
3066.5,"McKinley Singleton",0,-3.0904336788789,"PG",10,2,1,1,"singlmc01"
3066.5,"Med Park",0,-1.85861825221722,"SG",6050,339,5,2,"parkme01"
3066.5,"Mel Bennett",0,-6.37265439067731,"PF",3725,204,5,4,"benneme01"
3066.5,"Mel Davis",0,-5.44384874413186,"PF",2612,197,4,2,"davisme01"
3066.5,"Mel Gibson",0,-9.95701355855416,"G",53,9,1,1,"gibsome01"
3066.5,"Mel McCants",0,-5.10856425915293,"SF",70,15,1,1,"mccanme01"
3066.5,"Mel Nowell",0,-3.02334603685564,"PG",2144,115,2,2,"nowelme01"
3066.5,"Melvin Booker",0,-10.8772480425057,"PG",561,32,2,3,"bookeme01"
3066.5,"Melvin Ely",0,-4.53461877784236,"C",6064,382,9,6,"elyme01"
3066.5,"Melvin Newbern",0,-3.44238398348755,"SG",311,33,1,1,"newbeme01"
3066.5,"Melvin Sanders",0,-2.38222079013942,"SG",113,16,1,1,"sandeme01"
3066.5,"Mengke Bateer",0,-7.25738270103438,"C",494,46,3,3,"bateeme01"
3066.5,"Michael Anderson",0,-3.82086105947162,"PG",730,36,1,1,"andermi01"
3066.5,"Michael Beasley",0,-3.71321879203581,"SF",11011,449,7,3,"beaslmi01"
3066.5,"Michael Carter-Williams",0,-2.84049867150159,"PG",4993,150,3,2,"cartemi01"
3066.5,"Michael Dickerson",0,-3.13553187060524,"SG",7572,216,5,3,"dickemi01"
3066.5,"Michael Doleac",0,-3.64529672620504,"C",9064,618,10,6,"doleami01"
3066.5,"Michael Hawkins",0,-5.11037279782446,"PG",651,77,4,4,"hawkimi01"
3066.5,"Michael Jackson",0,-5.71749406150613,"PG",888,89,3,1,"jacksmi02"
3066.5,"Michael Kidd-Gilchrist",0,-1.33604714150596,"SF",5205,199,3,2,"kiddgmi01"
3066.5,"Michael McDonald",0,-28.1755465357037,"C",4,1,1,1,"mcdonmi01"
3066.5,"Michael Olowokandi",0,-4.66373653120331,"C",13353,515,9,3,"olowomi01"
3066.5,"Michael Stewart",0,-3.96786468452824,"C",3317,290,8,5,"stewami01"
3066.5,"Michael Wiley",0,-1.48223581199977,"PF",1289,97,2,2,"wileymi01"
3066.5,"Michael Young",0,-19.7232072890515,"SF",475,52,3,3,"youngmi01"
3066.5,"Mickell Gladness",0,-4.52117574366445,"PF",252,26,1,2,"gladnmi01"
3066.5,"Mickey Dillard",0,-7.17215089596877,"PG",221,33,1,1,"dillami01"
3066.5,"Mike Batiste",0,-3.64996750384136,"PF",1248,75,1,1,"batismi01"
3066.5,"Mike Champion",0,-43.8313663498038,"SF",4,2,1,1,"champmi01"
3066.5,"Mike Davis",0,-2.49612147769773,"SG",4851,242,4,3,"davismi01"
3066.5,"Mike Davis",0,-1.76674604816658,"PF",29,9,1,1,"davismi03"
3066.5,"Mike Gibson",0,-3.32053082541587,"PF",390,64,2,2,"gibsomi01"
3066.5,"Mike Grosso",0,-5.5708596630388,"C",335,25,1,1,"grossmi01"
3066.5,"Mike Hall",0,-8.65950132880381,"SF",13,2,1,1,"hallmi01"
3066.5,"Mike Harris",0,-2.35944664028234,"PF",505,57,4,3,"harrimi01"
3066.5,"Mike Holton",0,-5.43589012900885,"PG",5934,334,6,4,"holtomi01"
3066.5,"Mike Iuzzolino",0,-2.31609414699039,"PG",3049,122,2,1,"iuzzomi01"
3066.5,"Mike Jackson",0,-2.22602582424591,"PF",5920,265,4,3,"jacksmi01"
3066.5,"Mike Kearns",0,-14.5646903780855,"PG",25,6,1,1,"kearnmi01"
3066.5,"Mike Macaluso",0,-5.61453627588914,"SF",112,30,1,1,"macalmi01"
3066.5,"Mike Maloy",0,-11.5811386883549,"PF",863,72,3,2,"maloymi01"
3066.5,"Mike Morrison",0,-10.1905269780564,"SG",153,36,1,1,"morrimi01"
3066.5,"Mike Niles",0,-24.9081370389851,"SF",235,46,1,1,"nilesmi01"
3066.5,"Mike Novak",0,-19.9255451392709,"PF",24,5,1,1,"novakmi01"
3066.5,"Mike O'Neill",0,-7.52026139437896,"SF",50,4,1,1,"oneilmi01"
3066.5,"Mike Ratliff",0,-6.18700255426715,"C",685,60,2,1,"ratlimi01"
3066.5,"Mike Silliman",0,-3.04549832925723,"SF",366,36,1,1,"sillimi01"
3066.5,"Mike Smith",0,-5.82340963274011,"SF",180,17,1,1,"smithmi03"
3066.5,"Mike Smrek",0,-5.4735363539687,"C",1962,215,7,5,"smrekmi01"
3066.5,"Mike Sojourner",0,-1.74298225214738,"C",4282,191,3,1,"sojoumi01"
3066.5,"Mike Taylor",0,-5.71264817073214,"PG",771,51,1,1,"taylomi01"
3066.5,"Mike Williams",0,-10.0436893698476,"PF",102,21,1,2,"willimi03"
3066.5,"Mile Ilic",0,-57.1428815791008,"C",6,5,1,1,"ilicmi01"
3066.5,"Miles Plumlee",0,-4.71971991164904,"C",3308,179,4,3,"plumlmi01"
3066.5,"Miles Simon",0,-16.4943964875478,"SG",19,5,1,1,"simonmi01"
3066.5,"Milos Babic",0,-5.55251607710984,"C",87,21,2,2,"babicmi01"
3066.5,"Milt Palacio",0,-4.33478102580509,"PG",8421,470,7,6,"palacmi01"
3066.5,"Miroslav Raduljica",0,-5.90819594244374,"C",488,53,2,2,"radulmi01"
3066.5,"Mirsad Turkcan",0,-13.9148543863889,"PF",100,19,1,2,"turkcmi01"
3066.5,"Mitch McGary",0,-5.05187115886127,"PF",516,37,2,1,"mcgarmi01"
3066.5,"Mitchell Butler",0,-3.91087383277736,"SG",5468,364,8,4,"butlemi02"
3066.5,"Mo Layton",0,-3.97906829944585,"PG",4494,267,5,5,"laytomo01"
3066.5,"Moe Barr",0,-3.39993500768271,"G",145,31,1,1,"barrmo01"
3066.5,"Montrezl Harrell",0,-2.04361162053305,"PF",134,13,1,1,"harremo01"
3066.5,"Morris Almond",0,-5.93036378470825,"SG",361,38,3,2,"almonmo01"
3066.5,"Mustafa Shakur",0,-16.8013350896531,"PG",170,25,2,2,"shakumu01"
3066.5,"Mychel Thompson",0,-8.24241508321337,"SG",95,5,1,1,"thompmy02"
3066.5,"Myles Patrick",0,-7.63986650994488,"SF",9,3,1,1,"patrimy01"
3066.5,"Myles Turner",0,-0.934738263682082,"C",127,8,1,1,"turnemy01"
3066.5,"Myron Brown",0,-4.13351062663658,"PG",23,4,1,1,"brownmy01"
3066.5,"Myron Jackson",0,-8.79622239325319,"PG",22,8,1,1,"jacksmy01"
3066.5,"Nate Blackwell",0,-7.63923714155922,"PG",112,10,1,1,"blackna01"
3066.5,"Nate Bowman",0,-7.32777310958822,"C",2584,290,6,4,"bowmana01"
3066.5,"Nate Driggers",0,-7.74936923518152,"SG",132,15,1,1,"driggna01"
3066.5,"Nate Hawthorne",0,-4.21064599818527,"SG",2086,180,3,2,"hawthna01"
3066.5,"Nate Huffman",0,-3.70629228742384,"C",76,7,1,1,"huffmna01"
3066.5,"Nate Wolters",0,-5.33015399524636,"PG",1556,79,2,2,"woltena01"
3066.5,"Nathan Jawai",0,-9.52976551604841,"C",431,45,2,2,"jawaina01"
3066.5,"Nathaniel Barnett",0,-6.37910504793692,"PG",73,12,1,1,"barnena01"
3066.5,"Ndudi Ebi",0,-4.43889135764056,"SF",86,19,2,1,"ebind01"
3066.5,"Negele Knight",0,-4.96605030074365,"PG",4711,293,6,5,"knighne01"
3066.5,"Nelson Bobb",0,-3.1434512115096,"PG",2507,120,2,1,"bobbne01"
3066.5,"Nemanja Nedovic",0,-10.5664865804978,"SG",142,24,1,1,"nedovne01"
3066.5,"Nerlens Noel",0,-2.52465281964852,"C",2688,87,2,1,"noelne01"
3066.5,"Nick Calathes",0,-1.67615191760501,"SG",2137,138,2,1,"calatni01"
3066.5,"Nick Johnson",0,-8.45511828289468,"SG",311,37,1,1,"johnsni01"
3066.5,"Nick Mantis",0,-8.28820753096751,"SG",755,52,2,3,"mantini01"
3066.5,"Nick Vanos",0,-6.00062797195285,"C",842,68,2,1,"vanosni01"
3066.5,"Nik Stauskas",0,-4.18668856829073,"SG",1489,86,2,2,"stausni01"
3066.5,"Nikita Wilson",0,-11.0354609312452,"SF",54,15,1,1,"wilsoni01"
3066.5,"Nikoloz Tskitishvili",0,-11.3692169684272,"PF",1954,176,4,4,"tskitni01"
3066.5,"Noah Vonleh",0,-5.00788125825091,"PF",474,40,2,2,"vonleno01"
3066.5,"Noel Felix",0,-12.9563855866013,"SF",82,12,1,1,"felixno01"
3066.5,"Nolan Smith",0,-7.07183621177594,"PG",829,84,2,1,"smithno01"
3066.5,"Norm Grekin",0,-4.24172211894324,"F",1,1,1,1,"grekino01"
3066.5,"Norm Richardson",0,-13.9295130313072,"SG",67,11,1,2,"richano01"
3066.5,"Norm Stewart",0,-11.6405877810752,"F",37,5,1,1,"stewano01"
3066.5,"Norm Swanson",0,-3.25888452984056,"SF",634,69,1,1,"swansno01"
3066.5,"Norman Black",0,-11.3386388728994,"SG",28,3,1,1,"blackno01"
3066.5,"Norman Powell",0,-11.5304259841599,"SG",55,8,1,1,"powelno01"
3066.5,"Norris Coleman",0,-7.51138943396081,"SF",431,29,1,1,"colemno01"
3066.5,"Norton Barnhill",0,-10.3285378790029,"SG",10,4,1,1,"barnhno01"
3066.5,"Obinna Ekezie",0,-8.94113768660655,"PF",1516,143,4,5,"ekeziob01"
3066.5,"Odis Allison",0,-12.7038978163517,"SF",166,36,1,1,"allisod01"
3066.5,"Oliver Lafayette",0,-1.57145932813146,"SG",22,1,1,1,"lafayol01"
3066.5,"Oliver Robinson",0,-5.19364272025888,"SG",147,35,1,1,"robinol01"
3066.5,"Ollie Mack",0,-4.66073518579448,"SG",2513,128,3,3,"mackol01"
3066.5,"Omar Cook",0,-4.95346012968834,"PG",213,22,2,2,"cookom01"
3066.5,"Omri Casspi",0,-1.50130726474612,"SF",8535,408,7,3,"casspom01"
3066.5,"Orbie Bowling",0,-8.27343933603311,"C",90,11,1,1,"bowlior01"
3066.5,"Orlando Graham",0,-11.6168237974811,"PF",30,9,1,1,"grahaor01"
3066.5,"Orlando Johnson",0,-6.61393372376165,"SG",1039,108,2,2,"johnsor01"
3066.5,"Oscar Torres",0,-2.83571341598641,"SG",1184,82,2,2,"torreos01"
3066.5,"Othell Wilson",0,-3.18635833423498,"PG",2049,127,2,2,"wilsoot01"
3066.5,"Othyus Jeffers",0,-9.57259871897328,"SG",452,43,3,4,"jeffeot01"
3066.5,"Otis Howard",0,-3.9319216558095,"PF",113,14,1,2,"howarot01"
3066.5,"Ozell Jones",0,-5.72851143456216,"C",979,75,2,2,"jonesoz01"
3066.5,"P.J. Hairston",0,-3.69680511205012,"SF",862,55,2,1,"hairspj02"
3066.5,"Pat Burke",0,-3.21138605031315,"C",1350,139,3,2,"burkepa01"
3066.5,"Pat Connaughton",0,-9.23162252147958,"SG",8,4,1,1,"connapa01"
3066.5,"Pat Dunn",0,-16.4394985087882,"SG",214,31,1,1,"dunnpa01"
3066.5,"Pat Durham",0,-6.17087660933453,"SF",930,64,2,2,"durhapa01"
3066.5,"Pat Frink",0,-7.52026139437896,"SG",363,48,1,1,"frinkpa01"
3066.5,"Pat Riley",0,-5.12477822124302,"SG",8828,572,9,3,"rileypa01"
3066.5,"Patrick Christopher",0,-13.8152278437265,"SG",29,4,1,1,"chrispa01"
3066.5,"Patrick Eddie",0,-20.7070460547128,"C",13,4,1,1,"eddiepa01"
3066.5,"Patrick McFarland",0,-4.71836262725568,"SG",2007,153,3,3,"mcfarpa01"
3066.5,"Patrick O'Bryant",0,-3.11958366286479,"C",524,90,4,3,"obryapa01"
3066.5,"Paul Dawkins",0,-4.74175461510188,"SF",776,57,1,1,"dawkipa01"
3066.5,"Paul Grant",0,-11.4348522960101,"C",111,16,2,3,"grantpa01"
3066.5,"Paul Hoffman",0,-6.37768590214213,"SG",4541,143,2,1,"hoffmpa01"
3066.5,"Paul Hogue",0,-6.26496482495537,"C",1487,65,2,2,"hoguedu01"
3066.5,"Paul McCracken",0,-4.98330037169708,"SG",437,37,3,2,"mccrapa01"
3066.5,"Paul McPherson",0,-2.11419049197048,"PG",595,55,1,2,"mcphepa01"
3066.5,"Paul Noel",0,-8.76078976886815,"F",32,8,1,1,"noelpa01"
3066.5,"Paul Nolen",0,-36.7612873644814,"C",2,1,1,1,"nolenpa01"
3066.5,"Paul Scranton",0,-4.72907255177828,"F",41,5,1,1,"scranpa01"
3066.5,"Paul Shirley",0,-18.9368026006188,"PF",121,18,3,3,"shirlpa01"
3066.5,"Paul Stovall",0,-3.72306315060504,"SF",405,38,2,2,"stovapa01"
3066.5,"Pavel Podkolzin",0,-15.3579590075655,"C",28,6,2,1,"podkopa01"
3066.5,"Pearl Washington",0,-3.02359868905144,"PG",4044,194,3,2,"washipe01"
3066.5,"Pero Antic",0,-2.89873907479201,"PF",2331,135,2,1,"anticpe01"
3066.5,"Perry Jones",0,-6.04608966602782,"SF",1735,155,3,1,"jonespe01"
3066.5,"Perry Warbington",0,-11.9854920309711,"PG",70,5,1,1,"warbipe01"
3066.5,"Perry Young",0,-6.35410504793692,"SG",72,9,1,2,"youngpe01"
3066.5,"Pete Brennan",0,-13.3381775725653,"F",142,18,1,1,"brennpe01"
3066.5,"Pete Cross",0,-6.09143853447623,"C",3775,182,3,2,"crosspe01"
3066.5,"Pete Darcey",0,-9.42535854091594,"C",90,12,1,1,"darcepe01"
3066.5,"Pete Smith",0,-16.2925691854097,"PF",32,5,1,1,"smithpe01"
3066.5,"Pete Verhoeven",0,-1.75864526500384,"PF",3239,285,6,4,"verhope01"
3066.5,"Peter Aluma",0,-10.4557562182156,"C",5,2,1,1,"alumape01"
3066.5,"Peter John Ramos",0,-13.8848315628596,"C",20,6,1,1,"ramospe01"
3066.5,"Peter Thibeaux",0,-4.93447022907799,"SF",992,93,2,1,"thibepe01"
3066.5,"Petur Gudmundsson",0,-9.30732911117725,"C",2177,164,4,3,"gudmupe01"
3066.5,"Peyton Siva",0,-6.70125734033851,"SG",224,24,1,1,"sivape01"
3066.5,"Phil Bond",0,-7.58039488443408,"SG",21,7,1,1,"bondph01"
3066.5,"Phil Hicks",0,-12.2540289466189,"SF",394,58,2,3,"hicksph01"
3066.5,"Phil Lumpkin",0,-4.62889991376011,"PG",1298,99,2,2,"lumpkph01"
3066.5,"Phil Martin",0,-8.84939893847453,"SF",47,7,1,1,"martiph01"
3066.5,"Phil Pressey",0,-7.36728455737513,"PG",1841,136,3,2,"pressph01"
3066.5,"Phil Rollins",0,-3.7543716861082,"G",2742,177,3,4,"rolliph01"
3066.5,"Phil Sellers",0,-16.8488556987639,"SG",335,45,1,1,"selleph01"
3066.5,"Phil Walker",0,-10.3927989497855,"SG",401,44,1,1,"walkeph01"
3066.5,"Phil Zevenbergen",0,-3.99020372692824,"C",59,9,1,1,"zevenph01"
3066.5,"Phillip Wagner",0,-5.34933673902287,"G",180,12,1,1,"wagneph01"
3066.5,"Pickles Kennedy",0,-10.6215823306019,"G",52,7,1,1,"kennepi01"
3066.5,"Plummer Lott",0,-10.4443639913892,"SF",638,67,2,1,"lottpl01"
3066.5,"Porter Meriwether",0,-3.35563042287953,"PG",268,31,1,1,"meriwpo01"
3066.5,"Predrag Drobnjak",0,-3.9885919065091,"C",5580,281,4,3,"drobnpr01"
3066.5,"Predrag Savovic",0,-6.27847567955125,"SG",256,27,1,1,"savovpr01"
3066.5,"Priest Lauderdale",0,-20.7159862663005,"C",532,77,2,2,"laudepr01"
3066.5,"Quincy Douby",0,-4.27149042785728,"PG",1535,143,3,2,"doubyqu01"
3066.5,"Quincy Lewis",0,-4.46867847526978,"SG",2015,171,4,2,"lewisqu01"
3066.5,"Quincy Miller",0,-5.41961009763174,"PF",934,69,3,3,"millequ01"
3066.5,"Quintin Dailey",0,-3.81148251621717,"SG",12299,532,10,3,"dailequ01"
3066.5,"Qyntel Woods",0,-5.92569681193504,"SF",2078,171,4,3,"woodsqy01"
3066.5,"R.B. Lynam",0,-5.17211839981013,"G",39,7,1,1,"lynamrb01"
